ENSGID	GENE	minP	meanP
ENSG00000047346	FAM214A	0.03553	0.09092
ENSG00000047365	ARAP2	0.0004588	0.004025
ENSG00000047410	TPR	0.6069	0.6069
ENSG00000047457	CP	0.01204	0.2394
ENSG00000047578	KIAA0556	0.01536	0.3607
ENSG00000047579	DTNBP1	0.005174	0.534
ENSG00000047617	ANO2	0.009348	0.9736
ENSG00000047621	C12orf4	0.09824	0.1766
ENSG00000047662	FAM184B	0.0389	0.8386
ENSG00000047849	MAP4	0.04129	0.965
ENSG00000047932	GOPC	0.003874	0.02898
ENSG00000047936	ROS1	0.02851	0.3218
ENSG00000048028	USP28	0.04661	0.7248
ENSG00000048052	HDAC9	0.0002549	0.9816
ENSG00000048140	TSPAN17	0.003675	0.9009
ENSG00000048162	NOP16	0.002336	0.1076
ENSG00000048342	CC2D2A	0.002419	0.6979
ENSG00000048392	RRM2B	0.00731	0.5739
ENSG00000048405	ZNF800	0.01502	0.6555
ENSG00000048462	TNFRSF17	0.00198	0.2395
ENSG00000048471	SNX29	0.00198	0.005148
ENSG00000048540	LMO3	0.002056	0.1684
ENSG00000048544	MRPS10	0.00891	0.9769
ENSG00000048545	GUCA1A	0.0129	0.07273
ENSG00000048649	RSF1	0.01945	0.6176
ENSG00000048707	VPS13D	0.003155	0.2835
ENSG00000048740	CELF2	0.1423	0.9587
ENSG00000048828	FAM120A	0.06649	0.9777
ENSG00000048991	R3HDM1	0.01002	0.14
ENSG00000049089	COL9A2	0.001901	0.4266
ENSG00000049130	KITLG	0.1367	0.1367
ENSG00000049167	ERCC8	0.002957	0.1739
ENSG00000049192	ADAMTS6	0.02764	0.8398
ENSG00000049239	H6PD	0.0002951	0.007389
ENSG00000049245	VAMP3	0.004564	0.9393
ENSG00000049246	PER3	0.01594	0.2916
ENSG00000049247	UTS2	0.001114	0.4736
ENSG00000049249	TNFRSF9	0.01238	0.7701
ENSG00000049283	EPN3	0.0271	0.7804
ENSG00000049323	LTBP1	0.03234	0.9626
ENSG00000049449	RCN1	0.009702	0.6195
ENSG00000049541	RFC2	0.05809	0.3609
ENSG00000049618	ARID1B	0.001199	0.2078
ENSG00000049656	CLPTM1L	0.002247	0.8834
ENSG00000049759	NEDD4L	0.008396	0.1054
ENSG00000049860	HEXB	0.009567	0.08423
ENSG00000049883	PTCD2	0.3524	0.8494
ENSG00000050130	JKAMP	0.004786	0.8698
ENSG00000050165	DKK3	0.0009103	0.006153
ENSG00000050327	ARHGEF5	0.006954	0.3615
ENSG00000050344	NFE2L3	0.08002	0.5474
ENSG00000050393	MCUR1	0.0006691	0.6498
ENSG00000050405	LIMA1	0.0005271	0.1223
ENSG00000050426	LETMD1	0.0001146	0.01418
ENSG00000050438	SLC4A8	0.003482	0.239
ENSG00000050555	LAMC3	0.0117	0.2903
ENSG00000050628	PTGER3	0.002986	0.6205
ENSG00000050730	TNIP3	0.0275	0.6711
ENSG00000050748	MAPK9	0.002947	0.5346
ENSG00000050767	COL23A1	0.002254	0.8246
ENSG00000050820	BCAR1	0.0206	0.9845
ENSG00000051009	FAM160A2	0.00712	0.7009
ENSG00000051108	HERPUD1	0.0005288	0.667
ENSG00000051128	HOMER3	0.002753	0.7613
ENSG00000051180	RAD51	0.04083	0.1743
ENSG00000051341	POLQ	0.02233	0.8838
ENSG00000051382	PIK3CB	0.01166	0.5557
ENSG00000051523	CYBA	0.002115	0.557
ENSG00000051596	THOC3	0.001995	0.1363
ENSG00000051620	HEBP2	0.003003	0.003003
ENSG00000051825	MPHOSPH9	0.003958	0.8871
ENSG00000052126	PLEKHA5	0.0009268	0.1531
ENSG00000052344	PRSS8	0.0059	0.5237
ENSG00000052723	SIKE1	0.03668	0.4322
ENSG00000052749	RRP12	0.00282	0.7917
ENSG00000052795	FNIP2	0.01467	0.2764
ENSG00000052802	MSMO1	0.03589	0.5901
ENSG00000052841	TTC17	0.01613	0.7297
ENSG00000052850	ALX4	0.01195	0.4778
ENSG00000053108	FSTL4	0.001522	0.6029
ENSG00000053254	FOXN3	0.01716	0.1856
ENSG00000053328	METTL24	0.003632	0.1451
ENSG00000053371	AKR7A2	0.003206	0.6413
ENSG00000053372	MRTO4	0.00697	0.6804
ENSG00000053438	NNAT	0.001906	0.5177
ENSG00000053501	USE1	0.009039	0.06347
ENSG00000053524	MCF2L2	0.02415	0.3797
ENSG00000053702	NRIP2	0.08978	0.5083
ENSG00000053747	LAMA3	0.008748	0.09881
ENSG00000053900	ANAPC4	0.001264	0.5183
ENSG00000053918	KCNQ1	0.017	0.7237
ENSG00000054116	TRAPPC3	0.007615	0.2145
ENSG00000054118	THRAP3	0.02153	0.2243
ENSG00000054148	PHPT1	0.01233	0.6641
ENSG00000054179	ENTPD2	0.003188	0.1766
ENSG00000054219	LY75	0.0001982	0.8254
ENSG00000054267	ARID4B	0.01813	0.658
ENSG00000054277	OPN3	0.002761	0.5769
ENSG00000054282	SDCCAG8	0.003425	0.1153
ENSG00000054356	PTPRN	0.004146	0.3613
ENSG00000054392	HHAT	0.005729	0.9763
ENSG00000054523	KIF1B	0.007389	0.4518
ENSG00000054598	FOXC1	0.02879	0.5709
ENSG00000054611	TBC1D22A	0.001869	0.938
ENSG00000054654	SYNE2	0.01086	0.2654
ENSG00000054690	PLEKHH1	0.01014	0.6183
ENSG00000054793	ATP9A	0.0004828	0.478
ENSG00000054796	SPO11	0.002138	0.1921
ENSG00000054803	CBLN4	0.031	0.3706
ENSG00000054938	CHRDL2	0.002229	0.4402
ENSG00000054965	FAM168A	0.01917	0.5969
ENSG00000054967	RELT	0.01917	0.5167
ENSG00000054983	GALC	0.01248	0.2517
ENSG00000055044	NOP58	0.0003946	0.8649
ENSG00000055070	SZRD1	0.009342	0.361
ENSG00000055118	KCNH2	0.00358	0.00358
ENSG00000055130	CUL1	0.0005788	0.6499
ENSG00000055147	FAM114A2	0.004966	0.6466
ENSG00000055163	CYFIP2	0.000254	0.6329
ENSG00000055208	TAB2	0.002399	0.5851
ENSG00000055211	GINM1	0.0003258	0.1863
ENSG00000055332	EIF2AK2	0.0458	0.387
ENSG00000055483	USP36	0.001142	0.1999
ENSG00000055609	KMT2C	0.0005658	0.353
ENSG00000055732	MCOLN3	0.007044	0.5635
ENSG00000055813	CCDC85A	0.0005134	0.3159
ENSG00000055917	PUM2	0.01875	0.8836
ENSG00000055950	MRPL43	0.01386	0.4923
ENSG00000055955	ITIH4	0.02597	0.2096
ENSG00000055957	ITIH1	0.09801	0.6819
ENSG00000056050	C4orf27	0.003128	0.7363
ENSG00000056097	ZFR	0.2123	0.9974
ENSG00000056291	NPFFR2	0.01602	0.8991
ENSG00000056487	PHF21B	0.002595	0.6597
ENSG00000056558	TRAF1	0.00806	0.2899
ENSG00000056586	RC3H2	0.01337	0.8614
ENSG00000056661	PCGF2	0.002905	0.05956
ENSG00000056736	IL17RB	0.006208	0.9194
ENSG00000056972	TRAF3IP2	0.005565	0.9669
ENSG00000057019	DCBLD2	0.001731	0.6241
ENSG00000057149	SERPINB3	0.0009139	0.9502
ENSG00000057252	SOAT1	0.001238	0.5
ENSG00000057294	PKP2	0.007384	0.6092
ENSG00000057468	MSH4	0.008252	0.2141
ENSG00000057593	F7	0.007958	0.9632
ENSG00000057608	GDI2	0.003131	0.2671
ENSG00000057657	PRDM1	0.1511	0.1545
ENSG00000057663	ATG5	0.01258	0.4373
ENSG00000057704	TMCC3	0.0003019	0.6795
ENSG00000057757	PITHD1	0.006417	0.4925
ENSG00000057935	MTA3	0.02868	0.1855
ENSG00000058056	USP13	0.01992	0.264
ENSG00000058063	ATP11B	0.07155	0.2916
ENSG00000058085	LAMC2	0.005578	0.2054
ENSG00000058091	CDK14	0.001156	0.6524
ENSG00000058262	SEC61A1	3.099e-05	0.8983
ENSG00000058272	PPP1R12A	0.07604	0.8964
ENSG00000058335	RASGRF1	0.01459	0.7956
ENSG00000058404	CAMK2B	0.006493	0.08596
ENSG00000058453	CROCC	0.009342	0.7272
ENSG00000058600	POLR3E	0.01925	0.02026
ENSG00000058668	ATP2B4	0.001178	0.1628
ENSG00000058673	ZC3H11A	0.001981	0.5546
ENSG00000058729	RIOK2	0.01474	0.8305
ENSG00000058799	YIPF1	0.01512	0.05995
ENSG00000058804	NDC1	0.0001349	0.999
ENSG00000058866	DGKG	0.004472	0.4884
ENSG00000059122	FLYWCH1	0.01735	0.863
ENSG00000059145	UNKL	0.1274	0.2306
ENSG00000059377	TBXAS1	0.02226	0.8631
ENSG00000059378	PARP12	0.0001616	0.001661
ENSG00000059573	ALDH18A1	0.003558	0.6494
ENSG00000059588	TARBP1	0.00694	0.7883
ENSG00000059691	PET112	0.005671	0.9086
ENSG00000059728	MXD1	0.09232	0.2519
ENSG00000059758	CDK17	0.02221	0.5202
ENSG00000059769	DNAJC25	0.03306	0.4062
ENSG00000059804	SLC2A3	0.01425	0.2813
ENSG00000059915	PSD	0.2342	0.3636
ENSG00000060069	CTDP1	0.0006691	0.7618
ENSG00000060138	YBX3	0.008082	0.6846
ENSG00000060140	STYK1	0.05839	0.4148
ENSG00000060237	WNK1	0.05565	0.1114
ENSG00000060339	CCAR1	0.007559	0.3121
ENSG00000060491	OGFR	0.0006418	0.2935
ENSG00000060558	GNA15	0.000331	0.6261
ENSG00000060566	CREB3L3	0.2777	0.2777
ENSG00000060642	PIGV	6.695e-06	0.3949
ENSG00000060656	PTPRU	0.000605	0.6361
ENSG00000060709	RIMBP2	0.005458	0.3436
ENSG00000060718	COL11A1	0.04558	0.4977
ENSG00000060749	QSER1	0.0116	0.9694
ENSG00000060762	MPC1	0.003833	0.1616
ENSG00000060971	ACAA1	0.02338	0.02338
ENSG00000060982	BCAT1	0.01022	0.3262
ENSG00000061273	HDAC7	0.004968	0.5457
ENSG00000061337	LZTS1	0.008438	0.7979
ENSG00000061455	PRDM6	0.001483	0.2227
ENSG00000061492	WNT8A	0.00881	0.04747
ENSG00000061656	SPAG4	0.02681	0.7136
ENSG00000061676	NCKAP1	1.206e-05	0.7008
ENSG00000061794	MRPS35	0.01212	0.9016
ENSG00000061918	GUCY1B3	0.006867	0.1441
ENSG00000061936	SFSWAP	0.006488	0.1828
ENSG00000061938	TNK2	4.303e-06	0.1576
ENSG00000061987	MON2	0.006897	0.3661
ENSG00000062038	CDH3	0.0461	0.8969
ENSG00000062194	GPBP1	9.882e-07	4.366e-06
ENSG00000062282	DGAT2	0.01512	0.08089
ENSG00000062370	ZNF112	0.006077	0.802
ENSG00000062485	CS	0.05447	0.274
ENSG00000062524	LTK	0.005573	0.4287
ENSG00000062582	MRPS24	0.04624	0.1155
ENSG00000062598	ELMO2	0.02394	0.8481
ENSG00000062650	WAPAL	0.007583	0.5049
ENSG00000062716	VMP1	0.02522	0.196
ENSG00000062725	APPBP2	0.04523	0.7255
ENSG00000062822	POLD1	0.07099	0.5495
ENSG00000063015	SEZ6	0.09895	0.1462
ENSG00000063046	EIF4B	0.008344	0.02667
ENSG00000063127	SLC6A16	0.0007857	0.1008
ENSG00000063169	GLTSCR1	0.01583	0.2178
ENSG00000063176	SPHK2	0.003178	0.477
ENSG00000063177	RPL18	0.01704	0.5743
ENSG00000063180	CA11	0.0007857	0.3139
ENSG00000063241	ISOC2	0.02442	0.821
ENSG00000063244	U2AF2	0.04911	0.312
ENSG00000063245	EPN1	0.0004024	0.3566
ENSG00000063322	MED29	0.05768	0.09447
ENSG00000063438	AHRR	2.987e-11	0.7078
ENSG00000063660	GPC1	0.001659	0.5395
ENSG00000063761	ADCK1	0.007803	0.1532
ENSG00000063854	HAGH	0.00152	0.3474
ENSG00000063978	RNF4	0.002876	0.4319
ENSG00000064012	CASP8	0.0003946	0.3253
ENSG00000064042	LIMCH1	0.005655	0.9695
ENSG00000064102	ASUN	0.001821	0.01781
ENSG00000064115	TM7SF3	0.0003048	0.3218
ENSG00000064195	DLX3	0.001008	0.001008
ENSG00000064199	SPA17	0.003785	0.5166
ENSG00000064201	TSPAN32	0.001203	0.7125
ENSG00000064205	WISP2	0.02354	0.141
ENSG00000064218	DMRT3	0.002369	0.06284
ENSG00000064225	ST3GAL6	0.0004815	0.1682
ENSG00000064270	ATP2C2	0.000648	0.9723
ENSG00000064300	NGFR	0.0271	0.65
ENSG00000064309	CDON	0.001485	0.623
ENSG00000064313	TAF2	0.0611	0.4967
ENSG00000064393	HIPK2	0.007704	0.03906
ENSG00000064419	TNPO3	0.0001041	0.3637
ENSG00000064490	RFXANK	0.01607	0.0342
ENSG00000064545	TMEM161A	0.001324	0.3481
ENSG00000064547	LPAR2	0.001324	0.005303
ENSG00000064601	CTSA	0.003692	0.797
ENSG00000064607	SUGP2	0.001324	0.7346
ENSG00000064651	SLC12A2	0.002622	0.7948
ENSG00000064652	SNX24	0.001483	0.5688
ENSG00000064655	EYA2	0.001219	0.3426
ENSG00000064666	CNN2	0.001825	0.6268
ENSG00000064687	ABCA7	0.0001179	0.05704
ENSG00000064692	SNCAIP	0.01228	0.03236
ENSG00000064703	DDX20	0.01368	0.2416
ENSG00000064726	BTBD1	0.004569	0.993
ENSG00000064763	FAR2	0.0156	0.1489
ENSG00000064787	BCAS1	0.007188	0.3974
ENSG00000064835	POU1F1	0.0106	0.8426
ENSG00000064886	CHI3L2	0.009709	0.1063
ENSG00000064932	SBNO2	0.0003979	0.8527
ENSG00000064933	PMS1	0.01227	0.7159
ENSG00000064961	HMG20B	0.01182	0.7601
ENSG00000064989	CALCRL	0.1064	0.4984
ENSG00000064995	TAF11	0.0008741	0.4856
ENSG00000064999	ANKS1A	0.01261	0.05745
ENSG00000065000	AP3D1	0.0004335	0.3296
ENSG00000065029	ZNF76	0.01149	0.6999
ENSG00000065054	SLC9A3R2	0.00152	0.3591
ENSG00000065057	NTHL1	0.1586	0.6388
ENSG00000065060	UHRF1BP1	0.002273	0.4307
ENSG00000065135	GNAI3	0.00661	0.2465
ENSG00000065150	IPO5	0.00304	0.3067
ENSG00000065154	OAT	0.008458	0.7995
ENSG00000065183	WDR3	0.02034	0.4662
ENSG00000065243	PKN2	0.01205	0.2935
ENSG00000065268	WDR18	0.004912	0.8521
ENSG00000065308	TRAM2	0.01097	0.2463
ENSG00000065320	NTN1	0.0009057	0.5212
ENSG00000065325	GLP2R	0.002383	0.2474
ENSG00000065328	MCM10	0.01304	0.5129
ENSG00000065357	DGKA	0.1369	0.4377
ENSG00000065361	ERBB3	0.04554	0.3005
ENSG00000065371	ROPN1	0.7984	0.8622
ENSG00000065413	ANKRD44	0.0006876	0.852
ENSG00000065427	KARS	0.04259	0.04259
ENSG00000065457	ADAT1	0.01073	0.06508
ENSG00000065485	PDIA5	0.003358	0.1823
ENSG00000065491	TBC1D22B	0.04246	0.5445
ENSG00000065518	NDUFB4	0.04385	0.7113
ENSG00000065526	SPEN	0.002925	0.8026
ENSG00000065534	MYLK	0.008707	0.2842
ENSG00000065548	ZC3H15	0.04582	0.9415
ENSG00000065559	MAP2K4	0.001585	0.847
ENSG00000065600	TMEM206	4.092e-05	0.6704
ENSG00000065609	SNAP91	0.0005545	0.1402
ENSG00000065613	SLK	0.009475	0.6967
ENSG00000065615	CYB5R4	0.01243	0.6798
ENSG00000065618	COL17A1	0.007809	0.1569
ENSG00000065621	GSTO2	0.0009927	0.5915
ENSG00000065665	SEC61A2	0.005213	0.3742
ENSG00000065675	PRKCQ	0.02018	0.09437
ENSG00000065717	TLE2	0.0001179	0.07909
ENSG00000065802	ASB1	0.003626	0.8682
ENSG00000065809	FAM107B	0.0007737	0.05619
ENSG00000065833	ME1	0.001463	0.4456
ENSG00000065882	TBC1D1	0.00248	0.6857
ENSG00000065883	CDK13	0.003806	0.4525
ENSG00000065911	MTHFD2	0.01603	0.4193
ENSG00000065970	FOXJ2	0.001194	0.2719
ENSG00000065978	YBX1	0.2775	0.5573
ENSG00000065989	PDE4A	0.01173	0.1172
ENSG00000066027	PPP2R5A	0.005579	0.6681
ENSG00000066032	CTNNA2	0.02256	0.6366
ENSG00000066056	TIE1	0.02834	0.8531
ENSG00000066084	DIP2B	0.001553	0.001664
ENSG00000066117	SMARCD1	0.002765	0.7134
ENSG00000066135	KDM4A	0.1069	0.6249
ENSG00000066136	NFYC	0.004771	0.9821
ENSG00000066185	ZMYND12	0.0009039	0.7158
ENSG00000066230	SLC9A3	2.987e-11	0.7585
ENSG00000066248	NGEF	0.01578	0.4241
ENSG00000066279	ASPM	0.008074	0.05835
ENSG00000066294	CD84	0.001377	0.4431
ENSG00000066322	ELOVL1	0.0266	0.7714
ENSG00000066336	SPI1	0.03342	0.7968
ENSG00000066379	ZNRD1	0.002852	0.5157
ENSG00000066382	MPPED2	0.01529	0.06813
ENSG00000066405	CLDN18	0.0002421	0.2852
ENSG00000066422	ZBTB11	0.001605	0.5519
ENSG00000066427	ATXN3	0.01008	0.4305
ENSG00000066455	GOLGA5	0.01907	0.6497
ENSG00000066468	FGFR2	0.0001251	0.6455
ENSG00000066557	LRRC40	0.1395	0.7072
ENSG00000066583	ISOC1	0.008036	0.3598
ENSG00000066629	EML1	0.003212	0.01591
ENSG00000066651	TRMT11	0.1093	0.6978
ENSG00000066654	THUMPD1	0.01846	0.5303
ENSG00000066697	MSANTD3	0.06746	0.518
ENSG00000066735	KIF26A	0.001112	0.6838
ENSG00000066739	ATG2B	0.004095	0.7114
ENSG00000066777	ARFGEF1	0.08081	0.8748
ENSG00000066827	ZFAT	0.003489	0.7627
ENSG00000066855	MTFR1	0.006708	0.4676
ENSG00000066923	STAG3	0.002258	0.3476
ENSG00000066926	FECH	0.0109	0.5865
ENSG00000066933	MYO9A	0.01625	0.7868
ENSG00000067057	PFKP	0.005488	0.0429
ENSG00000067064	IDI1	0.04125	0.8096
ENSG00000067066	SP100	0.01563	0.7355
ENSG00000067082	KLF6	0.03153	0.7905
ENSG00000067113	PPAP2A	0.001214	0.9839
ENSG00000067141	NEO1	0.04145	0.4068
ENSG00000067167	TRAM1	0.007536	0.8896
ENSG00000067182	TNFRSF1A	0.009348	0.2114
ENSG00000067191	CACNB1	0.02859	0.6158
ENSG00000067208	EVI5	0.0219	0.6525
ENSG00000067221	STOML1	0.00425	0.2089
ENSG00000067225	PKM	0.03275	0.03275
ENSG00000067248	DHX29	0.04075	0.6579
ENSG00000067334	DNTTIP2	0.004567	0.7113
ENSG00000067365	METTL22	0.007456	0.8619
ENSG00000067369	TP53BP1	0.01099	0.7342
ENSG00000067533	RRP15	0.001108	0.05614
ENSG00000067560	RHOA	0.4328	0.6764
ENSG00000067596	DHX8	0.002811	0.06808
ENSG00000067601	PMS2P4	0.01372	0.1638
ENSG00000067606	PRKCZ	0.0002909	0.9966
ENSG00000067704	IARS2	0.1318	0.9078
ENSG00000067715	SYT1	0.001361	0.2067
ENSG00000067798	NAV3	0.01088	0.1812
ENSG00000067836	ROGDI	0.004567	0.904
ENSG00000067900	ROCK1	0.06059	0.815
ENSG00000067955	CBFB	0.05498	0.5956
ENSG00000068001	HYAL2	0.5297	0.9555
ENSG00000068024	HDAC4	0.001659	0.5154
ENSG00000068028	RASSF1	0.102	0.5657
ENSG00000068078	FGFR3	0.005181	0.8
ENSG00000068079	IFI35	0.002811	0.7333
ENSG00000068097	HEATR6	0.02522	0.897
ENSG00000068120	COASY	0.08448	0.7918
ENSG00000068137	PLEKHH3	0.04943	0.8443
ENSG00000068305	MEF2A	0.04748	0.7293
ENSG00000068383	INPP5A	0.00159	0.02859
ENSG00000068489	PRR11	0.1423	0.7505
ENSG00000068615	REEP1	0.006923	0.4332
ENSG00000068650	ATP11A	0.02336	0.8066
ENSG00000068654	POLR1A	0.0006354	0.6705
ENSG00000068697	LAPTM4A	0.01923	0.2547
ENSG00000068724	TTC7A	0.002491	0.9819
ENSG00000068745	IP6K2	0.005659	0.1688
ENSG00000068781	STON1-GTF2A1L	0.003749	0.8108
ENSG00000068784	SRBD1	0.001688	0.5483
ENSG00000068793	CYFIP1	0.007332	0.5968
ENSG00000068796	KIF2A	0.0032	0.8421
ENSG00000068831	RASGRP2	0.05633	0.1447
ENSG00000068878	PSME4	0.00263	0.1178
ENSG00000068885	IFT80	0.02637	0.1391
ENSG00000068903	SIRT2	0.01057	0.8926
ENSG00000068912	ERLEC1	0.01417	0.6346
ENSG00000068971	PPP2R5B	0.01755	0.7085
ENSG00000068976	PYGM	0.01755	0.3415
ENSG00000069011	PITX1	0.0003546	0.2276
ENSG00000069018	TRPC7	0.06289	0.08486
ENSG00000069020	MAST4	0.004619	0.3931
ENSG00000069122	GPR116	0.04135	0.9805
ENSG00000069188	SDK2	0.003189	0.3062
ENSG00000069206	ADAM7	0.07878	0.609
ENSG00000069248	NUP133	0.003666	0.4599
ENSG00000069275	NUCKS1	0.002109	0.1263
ENSG00000069329	VPS35	0.1665	0.7515
ENSG00000069345	DNAJA2	0.3001	0.7688
ENSG00000069399	BCL3	0.006077	0.5223
ENSG00000069424	KCNAB2	0.008005	0.1807
ENSG00000069431	ABCC9	0.0006057	0.8318
ENSG00000069482	GAL	0.01438	0.3247
ENSG00000069493	CLEC2D	0.0005175	0.3425
ENSG00000069667	RORA	0.1186	0.6712
ENSG00000069696	DRD4	0.003374	0.7335
ENSG00000069702	TGFBR3	0.3892	0.8157
ENSG00000069712	KIAA1107	0.03005	0.9442
ENSG00000069764	PLA2G10	0.04153	0.5124
ENSG00000069812	HES2	0.02812	0.08642
ENSG00000069849	ATP1B3	0.003807	0.7611
ENSG00000069869	NEDD4	0.0007876	0.892
ENSG00000069943	PIGB	0.0002342	0.1364
ENSG00000069956	MAPK6	0.02196	0.5236
ENSG00000069966	GNB5	0.005658	0.9297
ENSG00000069974	RAB27A	0.0002728	0.04431
ENSG00000069998	CECR5	0.01336	0.1179
ENSG00000070010	UFD1L	0.0007312	0.3192
ENSG00000070018	LRP6	0.004619	0.01014
ENSG00000070019	GUCY2C	0.01099	0.5994
ENSG00000070031	SCT	0.03658	0.9776
ENSG00000070047	PHRF1	0.006127	0.1997
ENSG00000070061	IKBKAP	0.00117	0.006526
ENSG00000070081	NUCB2	0.005965	0.365
ENSG00000070087	PFN2	0.0008897	0.8517
ENSG00000070159	PTPN3	0.00117	0.4058
ENSG00000070182	SPTB	0.007309	0.08551
ENSG00000070190	DAPP1	0.01968	0.8439
ENSG00000070193	FGF10	0.1296	0.2573
ENSG00000070214	SLC44A1	0.009867	0.07615
ENSG00000070269	TMEM260	0.01473	0.04427
ENSG00000070366	SMG6	0.01375	0.353
ENSG00000070367	EXOC5	0.008043	0.8929
ENSG00000070371	CLTCL1	0.0001646	0.6506
ENSG00000070388	FGF22	0.005428	0.03457
ENSG00000070404	FSTL3	0.0002985	0.08346
ENSG00000070413	DGCR2	0.002691	0.9877
ENSG00000070423	RNF126	0.004912	0.6268
ENSG00000070444	MNT	0.01072	0.5922
ENSG00000070476	ZXDC	0.002614	0.1924
ENSG00000070495	JMJD6	0.0009801	0.4398
ENSG00000070501	POLB	0.001613	0.3936
ENSG00000070526	ST6GALNAC1	0.0004324	0.01475
ENSG00000070540	WIPI1	0.000141	0.156
ENSG00000070601	FRMPD1	0.001049	0.5456
ENSG00000070610	GBA2	0.003987	0.5124
ENSG00000070614	NDST1	0.001089	0.2202
ENSG00000070669	ASNS	0.001508	0.135
ENSG00000070718	AP3M2	0.0008748	0.2256
ENSG00000070729	CNGB1	0.455	0.455
ENSG00000070731	ST6GALNAC2	0.0005591	0.4099
ENSG00000070748	CHAT	0.3079	0.3079
ENSG00000070756	PABPC1	0.004077	0.2559
ENSG00000070759	TESK2	0.01136	0.6559
ENSG00000070761	C16orf80	0.0006189	0.7688
ENSG00000070770	CSNK2A2	0.01627	0.3061
ENSG00000070778	PTPN21	0.01621	0.2383
ENSG00000070785	EIF2B3	0.003704	0.2322
ENSG00000070808	CAMK2A	0.002967	0.1802
ENSG00000070814	TCOF1	0.1219	0.1934
ENSG00000070831	CDC42	0.006109	0.9195
ENSG00000070882	OSBPL3	0.002305	0.004162
ENSG00000070886	EPHA8	0.1005	0.6488
ENSG00000070950	RAD18	0.008666	0.2576
ENSG00000070961	ATP2B1	0.00548	0.9113
ENSG00000070985	TRPM5	0.01349	0.7254
ENSG00000071051	NCK2	0.001773	0.7981
ENSG00000071054	MAP4K4	4.314e-05	0.5204
ENSG00000071073	MGAT4A	0.01319	0.158
ENSG00000071082	RPL31	0.05502	0.3031
ENSG00000071127	WDR1	0.0005638	0.6524
ENSG00000071189	SNX13	0.0007811	0.4492
ENSG00000071203	MS4A12	0.01035	0.5695
ENSG00000071205	ARHGAP10	0.0002916	0.9574
ENSG00000071242	RPS6KA2	0.02803	0.9757
ENSG00000071243	ING3	0.000362	0.6404
ENSG00000071246	VASH1	0.004037	0.328
ENSG00000071282	LMCD1	0.002813	0.3549
ENSG00000071462	WBSCR22	0.00937	0.6372
ENSG00000071537	SEL1L	0.02348	0.151
ENSG00000071539	TRIP13	4.388e-05	0.6836
ENSG00000071564	TCF3	0.009246	0.03391
ENSG00000071575	TRIB2	0.005949	0.4925
ENSG00000071626	DAZAP1	0.005428	0.6756
ENSG00000071655	MBD3	0.01599	0.1762
ENSG00000071794	HLTF	0.00113	0.689
ENSG00000071894	CPSF1	6.993e-05	0.4358
ENSG00000071909	MYO3B	0.002498	0.1331
ENSG00000071967	CYBRD1	0.0005639	0.0005639
ENSG00000071991	CDH19	0.0007944	0.5875
ENSG00000071994	PDCD2	0.004677	0.3046
ENSG00000072041	SLC6A15	0.005479	0.777
ENSG00000072042	RDH11	0.06769	0.07035
ENSG00000072062	PRKACA	0.3662	0.7952
ENSG00000072071	LPHN1	0.05177	0.156
ENSG00000072110	ACTN1	0.04837	0.9083
ENSG00000072121	ZFYVE26	0.01884	0.5907
ENSG00000072134	EPN2	0.005343	0.1458
ENSG00000072135	PTPN18	0.01251	0.2158
ENSG00000072163	LIMS2	0.01189	0.8438
ENSG00000072182	ASIC4	0.004146	0.5205
ENSG00000072195	SPEG	0.003126	0.2451
ENSG00000072201	LNX1	0.009727	0.2789
ENSG00000072210	ALDH3A2	0.00313	0.8958
ENSG00000072274	TFRC	9.133e-05	0.4749
ENSG00000072310	SREBF1	0.005343	0.3313
ENSG00000072364	AFF4	0.002676	0.9912
ENSG00000072401	UBE2D1	0.01667	0.05285
ENSG00000072415	MPP5	0.05896	0.6651
ENSG00000072422	RHOBTB1	0.003972	0.8486
ENSG00000072444	ASAH2C	0.03531	0.3095
ENSG00000072518	MARK2	0.009084	0.7023
ENSG00000072571	HMMR	0.06469	0.9121
ENSG00000072609	CHFR	0.008529	0.732
ENSG00000072657	TRHDE	1.568e-05	0.3479
ENSG00000072682	P4HA2	0.01004	0.02721
ENSG00000072694	FCGR2B	0.0005073	0.07389
ENSG00000072736	NFATC3	0.01744	0.9592
ENSG00000072756	TRNT1	0.001135	0.518
ENSG00000072778	ACADVL	0.003147	0.7638
ENSG00000072786	STK10	0.001343	0.4578
ENSG00000072803	FBXW11	0.02186	0.4894
ENSG00000072818	ACAP1	0.0008937	0.0537
ENSG00000072832	CRMP1	0.0007025	0.5608
ENSG00000072840	EVC	0.0002633	0.4853
ENSG00000072849	DERL2	0.008158	0.1237
ENSG00000072858	SIDT1	0.003657	0.6851
ENSG00000072864	NDE1	0.003637	0.5344
ENSG00000072952	MRVI1	0.0006131	0.8141
ENSG00000072954	TMEM38A	0.01263	0.1156
ENSG00000072958	AP1M1	0.0145	0.8189
ENSG00000073008	PVR	0.005109	0.4803
ENSG00000073050	XRCC1	0.007122	0.5263
ENSG00000073060	SCARB1	0.003546	0.449
ENSG00000073067	CYP2W1	0.001637	0.08126
ENSG00000073111	MCM2	0.01592	0.3167
ENSG00000073146	MOV10L1	0.001875	0.2875
ENSG00000073150	PANX2	0.002158	0.7824
ENSG00000073169	SELO	0.00118	0.6732
ENSG00000073282	TP63	0.002737	0.3385
